ReservationID,ShowID,ReservationDate,CustomerID,CombinedID
1556,5,1/9/2019 10:59:38 PM,1472,res-1556_showID-5
1571,1,3/22/2019 2:23:20 AM,1362,res-1571_showID-1
1245,3,2/3/2019 4:30:21 AM,491,res-1245_showID-3
1700,30,2/16/2019 4:18:21 AM,510,res-1700_showID-30
1920,19,1/30/2019 11:59:01 AM,1349,res-1920_showID-19
843,6,1/31/2019 3:51:45 PM,1531,res-843_showID-6
2190,2,3/4/2019 5:53:23 PM,80,res-2190_showID-2
3269,13,1/28/2019 5:32:17 PM,1393,res-3269_showID-13
678,14,2/19/2019 3:02:08 AM,101,res-678_showID-14
501,4,2/28/2019 2:36:17 PM,276,res-501_showID-4
1434,20,1/24/2019 5:23:46 AM,246,res-1434_showID-20
2942,25,2/20/2019 7:29:19 AM,999,res-2942_showID-25
924,21,1/20/2019 7:47:14 AM,130,res-924_showID-21
1028,12,2/23/2019 3:35:47 AM,653,res-1028_showID-12
257,21,2/28/2019 4:11:40 AM,129,res-257_showID-21
264,2,1/18/2019 10:49:56 AM,1067,res-264_showID-2
442,16,3/5/2019 12:41:38 PM,724,res-442_showID-16
3446,24,2/11/2019 3:04:01 PM,425,res-3446_showID-24
384,26,3/29/2019 6:03:39 AM,873,res-384_showID-26
1849,8,2/15/2019 10:58:56 AM,1523,res-1849_showID-8
2716,16,2/14/2019 7:06:17 AM,132,res-2716_showID-16
2601,30,1/8/2019 3:55:02 AM,98,res-2601_showID-30
2732,19,1/9/2019 6:13:28 PM,750,res-2732_showID-19
2612,29,3/1/2019 10:27:42 PM,192,res-2612_showID-29
1754,28,3/25/2019 9:43:12 PM,437,res-1754_showID-28
842,21,1/6/2019 3:59:16 AM,1089,res-842_showID-21
2942,26,2/20/2019 7:29:19 AM,1539,res-2942_showID-26
2170,1,2/5/2019 11:11:02 AM,1261,res-2170_showID-1
3491,22,1/27/2019 1:56:58 PM,888,res-3491_showID-22
1762,23,1/17/2019 8:26:24 PM,1404,res-1762_showID-23
1989,18,1/21/2019 10:20:30 PM,537,res-1989_showID-18
3023,18,2/19/2019 2:05:18 AM,1658,res-3023_showID-18
147,18,1/30/2019 2:23:46 PM,443,res-147_showID-18
3277,15,2/4/2019 12:31:54 AM,1530,res-3277_showID-15
2527,17,1/17/2019 7:57:41 AM,228,res-2527_showID-17
2774,19,1/31/2019 11:31:01 AM,1446,res-2774_showID-19
1782,16,2/15/2019 1:01:10 AM,1971,res-1782_showID-16
882,19,1/15/2019 10:09:39 AM,1838,res-882_showID-19
141,15,1/28/2019 3:07:12 PM,1179,res-141_showID-15
1389,12,1/12/2019 6:42:45 PM,1045,res-1389_showID-12
52,11,1/15/2019 2:51:08 AM,1982,res-52_showID-11
3555,12,3/21/2019 7:43:15 PM,976,res-3555_showID-12
817,8,1/5/2019 8:27:59 AM,656,res-817_showID-8
1919,3,1/27/2019 2:44:19 PM,1947,res-1919_showID-3
1104,10,3/26/2019 2:23:43 AM,1451,res-1104_showID-10
866,8,2/16/2019 5:24:22 PM,1447,res-866_showID-8
1438,29,3/26/2019 10:30:34 PM,1417,res-1438_showID-29
551,11,2/4/2019 1:13:47 AM,1971,res-551_showID-11
3021,22,1/27/2019 9:56:34 PM,1379,res-3021_showID-22
2867,13,3/25/2019 7:34:47 AM,100,res-2867_showID-13
1091,3,1/3/2019 9:28:53 AM,424,res-1091_showID-3
2467,12,1/6/2019 9:10:35 AM,1495,res-2467_showID-12
2670,27,1/12/2019 3:05:00 AM,167,res-2670_showID-27
981,9,1/7/2019 3:10:40 PM,346,res-981_showID-9
726,22,1/22/2019 3:04:47 PM,248,res-726_showID-22
2094,1,3/30/2019 9:32:20 AM,1838,res-2094_showID-1
2958,10,1/18/2019 4:15:48 PM,834,res-2958_showID-10
1142,28,2/18/2019 5:38:30 PM,29,res-1142_showID-28
2691,9,3/29/2019 7:02:25 AM,469,res-2691_showID-9
3465,18,1/16/2019 8:01:37 PM,828,res-3465_showID-18
1865,11,1/26/2019 3:36:15 AM,1692,res-1865_showID-11
2156,26,2/2/2019 6:38:18 AM,1246,res-2156_showID-26
2404,13,2/27/2019 11:02:43 AM,1831,res-2404_showID-13
1581,21,2/7/2019 4:30:07 PM,1525,res-1581_showID-21
1239,23,1/28/2019 2:50:49 PM,832,res-1239_showID-23
3308,22,3/25/2019 9:41:39 AM,298,res-3308_showID-22
3555,26,3/21/2019 7:43:15 PM,789,res-3555_showID-26
1770,1,1/4/2019 7:48:53 PM,1621,res-1770_showID-1
1697,17,1/23/2019 3:19:01 AM,677,res-1697_showID-17
1254,19,2/14/2019 8:59:17 AM,1580,res-1254_showID-19
1045,5,2/10/2019 2:29:58 AM,131,res-1045_showID-5
2782,1,2/26/2019 5:02:16 PM,1831,res-2782_showID-1
3166,28,3/26/2019 3:12:42 AM,1246,res-3166_showID-28
2940,9,2/27/2019 1:58:47 AM,836,res-2940_showID-9
1495,20,2/20/2019 8:51:59 PM,570,res-1495_showID-20
2814,15,1/15/2019 7:03:50 AM,127,res-2814_showID-15
1079,7,2/18/2019 2:31:52 PM,1711,res-1079_showID-7
2975,12,1/2/2019 9:31:43 PM,1224,res-2975_showID-12
1685,12,1/27/2019 9:45:43 PM,1840,res-1685_showID-12
2013,19,1/10/2019 11:59:29 AM,1023,res-2013_showID-19
256,30,2/7/2019 10:23:07 PM,739,res-256_showID-30
2312,18,2/18/2019 6:56:50 PM,548,res-2312_showID-18
1035,26,1/30/2019 3:35:03 PM,1224,res-1035_showID-26
2413,12,1/29/2019 6:32:23 AM,1573,res-2413_showID-12
1526,8,3/5/2019 10:54:37 AM,1888,res-1526_showID-8
118,11,2/24/2019 10:42:32 PM,1438,res-118_showID-11
653,12,2/27/2019 6:17:58 PM,1983,res-653_showID-12
1146,24,2/20/2019 6:02:07 AM,411,res-1146_showID-24
846,26,1/17/2019 3:14:01 PM,642,res-846_showID-26
2189,2,2/25/2019 7:41:12 AM,483,res-2189_showID-2
703,9,3/15/2019 4:54:43 PM,165,res-703_showID-9
2863,9,3/25/2019 12:40:43 AM,673,res-2863_showID-9
1078,30,2/19/2019 2:25:02 AM,181,res-1078_showID-30
3239,7,2/17/2019 3:46:49 PM,580,res-3239_showID-7
3146,24,1/5/2019 1:49:12 AM,1097,res-3146_showID-24
2046,3,1/5/2019 3:32:08 AM,657,res-2046_showID-3
3469,22,1/26/2019 5:09:23 PM,1043,res-3469_showID-22
3175,17,3/22/2019 4:24:19 PM,373,res-3175_showID-17
182,26,2/18/2019 9:17:59 PM,1805,res-182_showID-26
913,9,1/8/2019 1:09:42 PM,820,res-913_showID-9
1430,16,3/25/2019 1:01:27 AM,714,res-1430_showID-16
1415,8,3/8/2019 4:17:58 AM,1014,res-1415_showID-8
2593,7,3/12/2019 4:07:49 PM,722,res-2593_showID-7
2044,21,3/14/2019 1:25:45 PM,395,res-2044_showID-21
1272,10,3/15/2019 11:29:48 AM,478,res-1272_showID-10
124,8,1/12/2019 4:04:07 AM,584,res-124_showID-8
990,30,2/12/2019 5:06:45 PM,1853,res-990_showID-30
1608,24,1/22/2019 8:57:09 AM,247,res-1608_showID-24
2337,25,3/6/2019 4:44:41 AM,914,res-2337_showID-25
2940,2,2/27/2019 1:58:47 AM,655,res-2940_showID-2
1988,15,2/15/2019 4:12:47 AM,105,res-1988_showID-15
348,22,2/8/2019 6:32:00 PM,644,res-348_showID-22
489,4,2/20/2019 8:35:17 PM,458,res-489_showID-4
2628,23,1/5/2019 5:49:42 PM,1817,res-2628_showID-23
2772,14,2/7/2019 10:35:22 AM,1080,res-2772_showID-14
1963,18,2/24/2019 12:59:20 AM,824,res-1963_showID-18
3465,13,1/16/2019 8:01:37 PM,1466,res-3465_showID-13
2816,15,1/9/2019 3:54:58 PM,1657,res-2816_showID-15
2666,11,3/2/2019 2:33:40 AM,1972,res-2666_showID-11
1957,8,3/15/2019 10:29:12 PM,1436,res-1957_showID-8
278,1,1/6/2019 3:06:32 PM,1096,res-278_showID-1
360,2,1/21/2019 10:06:27 PM,1000,res-360_showID-2
1834,3,2/4/2019 9:03:47 AM,695,res-1834_showID-3
2544,17,3/6/2019 3:44:18 AM,874,res-2544_showID-17
891,20,2/1/2019 9:46:23 PM,318,res-891_showID-20
1483,1,3/25/2019 2:40:47 AM,1979,res-1483_showID-1
1129,23,2/26/2019 7:28:53 AM,668,res-1129_showID-23
3415,11,3/22/2019 6:56:11 AM,1264,res-3415_showID-11
2586,14,1/24/2019 4:25:09 AM,626,res-2586_showID-14
2354,30,1/4/2019 4:33:30 PM,541,res-2354_showID-30
25,16,3/1/2019 12:26:47 PM,935,res-25_showID-16
1527,20,1/11/2019 11:27:37 AM,262,res-1527_showID-20
272,22,2/20/2019 7:27:29 PM,365,res-272_showID-22
2705,14,1/6/2019 1:23:27 AM,774,res-2705_showID-14
1268,20,2/7/2019 12:12:42 PM,1419,res-1268_showID-20
2857,12,1/15/2019 2:34:43 PM,994,res-2857_showID-12
1582,30,2/26/2019 4:41:33 AM,1966,res-1582_showID-30
2859,3,1/9/2019 7:44:17 PM,1809,res-2859_showID-3
1069,8,2/6/2019 3:55:43 AM,1111,res-1069_showID-8
60,27,2/7/2019 12:13:23 AM,1104,res-60_showID-27
750,28,3/29/2019 7:39:48 AM,1829,res-750_showID-28
1315,3,2/19/2019 1:08:59 PM,1328,res-1315_showID-3
161,15,2/12/2019 12:02:07 AM,1373,res-161_showID-15
323,3,2/2/2019 7:51:29 PM,757,res-323_showID-3
2385,11,1/19/2019 3:35:36 AM,173,res-2385_showID-11
405,7,1/23/2019 10:26:18 PM,1385,res-405_showID-7
3282,29,1/14/2019 1:53:03 AM,572,res-3282_showID-29
1910,1,1/27/2019 6:40:11 AM,1226,res-1910_showID-1
2526,29,1/24/2019 4:28:21 AM,1719,res-2526_showID-29
2852,23,2/6/2019 11:09:01 AM,930,res-2852_showID-23
3345,16,2/19/2019 2:31:16 PM,1763,res-3345_showID-16
3042,22,3/15/2019 5:40:48 AM,1601,res-3042_showID-22
501,26,2/28/2019 2:36:17 PM,1482,res-501_showID-26
282,11,2/5/2019 4:27:38 PM,298,res-282_showID-11
300,24,1/7/2019 5:45:44 AM,1336,res-300_showID-24
2540,3,1/2/2019 6:49:52 AM,569,res-2540_showID-3
1257,25,3/10/2019 11:45:13 AM,1504,res-1257_showID-25
1441,13,2/16/2019 4:36:56 AM,861,res-1441_showID-13
2972,6,1/5/2019 11:15:47 AM,944,res-2972_showID-6
3079,24,1/12/2019 10:26:03 AM,1561,res-3079_showID-24
1622,11,3/3/2019 7:43:28 AM,761,res-1622_showID-11
589,14,3/13/2019 1:23:37 PM,335,res-589_showID-14
2717,21,2/16/2019 10:08:52 PM,894,res-2717_showID-21
1134,3,2/27/2019 8:55:21 AM,672,res-1134_showID-3
2377,25,1/18/2019 6:33:48 AM,627,res-2377_showID-25
3201,22,2/21/2019 5:54:27 PM,1605,res-3201_showID-22
3256,30,2/19/2019 11:53:27 AM,1656,res-3256_showID-30
3534,4,2/8/2019 3:00:21 AM,1173,res-3534_showID-4
3415,4,3/22/2019 6:56:11 AM,1333,res-3415_showID-4
522,20,1/9/2019 12:59:19 AM,307,res-522_showID-20
2792,5,3/7/2019 2:43:01 AM,223,res-2792_showID-5
2243,5,2/6/2019 12:31:23 AM,961,res-2243_showID-5
1582,26,2/26/2019 4:41:33 AM,503,res-1582_showID-26
2832,4,1/1/2019 3:06:19 AM,906,res-2832_showID-4
667,20,2/15/2019 6:26:38 PM,751,res-667_showID-20
2000,9,1/15/2019 2:14:17 PM,333,res-2000_showID-9
861,19,2/18/2019 2:23:00 PM,34,res-861_showID-19
2719,7,2/9/2019 9:19:38 AM,395,res-2719_showID-7
2967,22,2/6/2019 2:57:51 PM,283,res-2967_showID-22
351,18,2/5/2019 5:59:50 PM,1740,res-351_showID-18
57,20,3/27/2019 1:34:35 PM,1932,res-57_showID-20
474,20,3/25/2019 5:05:16 PM,1099,res-474_showID-20
1289,30,3/12/2019 7:41:46 PM,477,res-1289_showID-30
2898,10,3/22/2019 3:19:47 AM,974,res-2898_showID-10
2011,21,2/23/2019 9:34:06 PM,1237,res-2011_showID-21
1643,8,3/19/2019 3:11:41 PM,554,res-1643_showID-8
3493,27,2/4/2019 5:14:07 PM,301,res-3493_showID-27
2106,21,3/26/2019 3:10:20 PM,1768,res-2106_showID-21
461,9,3/4/2019 7:42:00 PM,1670,res-461_showID-9
2990,29,2/18/2019 9:29:15 AM,653,res-2990_showID-29
2762,21,1/23/2019 6:48:20 AM,609,res-2762_showID-21
1157,2,1/2/2019 10:21:13 PM,1008,res-1157_showID-2
3152,24,1/25/2019 10:43:31 AM,1134,res-3152_showID-24
1743,19,1/4/2019 4:14:09 PM,1292,res-1743_showID-19
504,12,1/22/2019 6:00:26 AM,714,res-504_showID-12
955,30,3/8/2019 2:22:10 AM,1555,res-955_showID-30
